20100719,13792.92416,13792.932770000001,13792.916930000001,13792.9292
20100720,13792.9292,13792.93574,13792.92819,13792.93526
20100721,13792.93526,13792.94366,13792.93079,13792.93079
20100722,13792.93079,13792.9595,13792.92819,13792.9595
20100723,13792.9595,13792.9595,13792.94233,13792.947380000001
20100726,13792.9595,13792.960000000001,13792.954000000002,13792.954000000002
20100727,13792.954000000002,13792.957,13792.9495,13792.95
20100728,13792.95,13792.956,13792.948,13792.9511
20100729,13792.9511,13792.9529,13792.940100000002,13792.940100000002
20100730,13792.940100000002,13792.9518,13792.940100000002,13792.947300000002
20100802,13792.948900000001,13792.95,13792.9467,13792.95
20100803,13792.95,13792.951000000001,13792.945000000002,13792.95
20100804,13792.95,13792.953000000001,13792.94769,13792.953000000001
20100805,13792.953000000001,13792.953000000001,13792.949,13792.949
20100806,13792.949,13792.9493,13792.947600000001,13792.9477
20100809,13792.949100000002,13792.950700000001,13792.936500000002,13792.939
20100810,13792.939,13792.943490000001,13792.939,13792.94
20100811,13792.94,13792.95,13792.93459,13792.943000000001
20100812,13792.943000000001,13792.94859,13792.94,13792.94
20100813,13792.94,13792.945500000002,13792.94,13792.945500000002
20100816,13792.944710000002,13792.948,13792.9421,13792.944500000001
20100817,13792.944500000001,13792.94757,13792.9331,13792.94
20100818,13792.94,13792.943000000001,13792.9367,13792.942000000001
20100819,13792.942000000001,13792.9433,13792.942000000001,13792.9433
20100820,13792.9433,13792.945000000002,13792.9433,13792.944500000001
20100823,13792.944000000001,13792.947,13792.94311,13792.945090000001
20100824,13792.945090000001,13792.945090000001,13792.943500000001,13792.945000000002
20100825,13792.945000000002,13792.9459,13792.943500000001,13792.9452
20100826,13792.9452,13792.946,13792.9442,13792.946
20100827,13792.946,13792.947,13792.945000000002,13792.945000000002
20100830,13792.946,13792.946,13792.941,13792.94503
20100831,13792.94503,13792.95,13792.94503,13792.95
20100901,13792.95,13792.95039,13792.947100000001,13792.947100000001
20100902,13792.947100000001,13792.949900000001,13792.946600000001,13792.946600000001
20100903,13792.946600000001,13792.94915,13792.946600000001,13792.94915
20100906,13792.948400000001,13792.948400000001,13792.947300000002,13792.948400000001
20100907,13792.948400000001,13792.949700000001,13792.94799,13792.949
20100908,13792.949,13792.94901,13792.948,13792.948
20100909,13792.948,13792.948910000001,13792.947600000001,13792.948890000001
20100910,13792.948890000001,13792.94986,13792.9482,13792.9482
20100913,13792.9485,13792.9493,13792.946,13792.947810000001
20100914,13792.947810000001,13792.949,13792.947810000001,13792.94801
20100915,13792.94801,13792.9496,13792.9475,13792.9496
20100916,13792.9496,13792.9496,13792.948100000001,13792.948100000001
20100917,13792.948100000001,13792.951000000001,13792.948100000001,13792.951000000001
20100920,13792.947300000002,13792.948,13792.946600000001,13792.947900000001
20100921,13792.947900000001,13792.947900000001,13792.9467,13792.94735
20100922,13792.94735,13792.948530000001,13792.94735,13792.9478
20100923,13792.9478,13792.9485,13792.947,13792.94769
20100924,13792.94769,13792.94791,13792.947600000001,13792.9478
20100927,13792.948,13792.948100000001,13792.94772,13792.9478
20100928,13792.9478,13792.9483,13792.94729,13792.948100000001
20100929,13792.948100000001,13792.9485,13792.948,13792.94809
20100930,13792.94809,13792.94845,13792.94809,13792.948100000001
20101001,13792.948100000001,13792.948110000001,13792.948,13792.948030000001
20101004,13792.948890000001,13792.949190000001,13792.948,13792.9487
20101005,13792.9487,13792.949100000002,13792.94699,13792.948600000002
20101006,13792.948600000002,13792.9488,13792.9465,13792.94719
20101007,13792.94719,13792.9472,13792.943000000001,13792.943000000001
20101008,13792.943000000001,13792.943000000001,13792.922,13792.92315
20101011,13792.9135,13792.919,13792.907000000001,13792.915
20101012,13792.915,13792.928,13792.911,13792.9151
20101013,13792.9151,13792.918000000001,13792.905,13792.905
20101014,13792.905,13792.908000000001,13792.905,13792.908000000001
20101015,13792.908000000001,13792.918000000001,13792.891000000001,13792.905
20101018,13792.908000000001,13792.913,13792.907000000001,13792.9076
20101019,13792.9076,13792.913,13792.9076,13792.913
20101020,13792.913,13792.916000000001,13792.907000000001,13792.911
20101021,13792.911,13792.913,13792.901000000002,13792.903
20101022,13792.903,13792.908500000001,13792.90099,13792.907500000001
20101025,13792.89499,13792.91991,13792.820000000002,13792.878
20101026,13792.878,13792.878,13792.83,13792.8597
20101027,13792.8597,13792.8597,13792.820000000002,13792.822300000002
20101028,13792.822300000002,13792.8369,13792.819000000001,13792.8369
20101029,13792.8369,13792.837000000001,13792.820000000002,13792.820000000002
20101101,13792.817500000001,13792.838000000002,13792.8145,13792.8145
20101102,13792.8145,13792.819500000001,13792.8145,13792.816200000001
20101103,13792.816200000001,13792.816900000002,13792.735,13792.816900000002
20101104,13792.816900000002,13792.816900000002,13792.773990000002,13792.78
20101105,13792.78,13792.7999,13792.7461,13792.75
20101108,13792.67,13792.7839,13792.640000000001,13792.767000000002
20101109,13792.767000000002,13792.811000000002,13792.687,13792.800000000001
20101110,13792.800000000001,13792.800000000001,13792.77,13792.77
20101111,13792.77,13792.800000000001,13792.77,13792.786900000001
20101112,13792.786900000001,13792.787,13792.720000000001,13792.741800000002
